sample	contig	phylum
ERR315859	k141_578038	Bacteroidota
ERR315859	k141_491995	Pseudomonadota
ERR315859	k141_231743	Pseudomonadota
ERR315859	k141_622263	Pseudomonadota
ERR315859	k141_59813	Pseudomonadota
ERR315859	k141_406634	Pseudomonadota
ERR315859	k141_16100	Pseudomonadota
ERR315859	k141_146683	Nitrososphaerota
ERR315859	k141_794720	Pseudomonadota
ERR315859	k141_707801	Planctomycetota
ERR315859	k141_665917	Pseudomonadota
ERR315859	k141_103252	Pseudomonadota
ERR315859	k141_16263	Pseudomonadota
ERR315859	k141_622558	Pseudomonadota
ERR315859	k141_406827	Bacillota
ERR315859	k141_103286	Pseudomonadota
ERR315859	k141_666008	Pseudomonadota
ERR315859	k141_320291	Pseudomonadota
ERR315859	k141_492415	Bacteroidota
ERR315859	k141_232044	Planctomycetota
ERR315859	k141_362264	Planctomycetota
ERR315859	k141_103461	Bacillota
ERR315859	k141_103472	Pseudomonadota
ERR315859	k141_752919	Pseudomonadota
ERR315859	k141_232292	Pseudomonadota
ERR315859	k141_103554	Pseudomonadota
ERR315859	k141_60316	Pseudomonadota
ERR315859	k141_795215	Bacillota
ERR315859	k141_838732	Pseudomonadota
ERR315859	k141_666377	Pseudomonadota
ERR315859	k141_753084	Pseudomonadota
ERR315859	k141_666380	Pseudomonadota
ERR315859	k141_320708	Pseudomonadota
ERR315859	k141_407425	Pseudomonadota
ERR315859	k141_449642	Cyanobacteriota
ERR315859	k141_407491	Pseudomonadota
ERR315859	k141_838938	Pseudomonadota
ERR315859	k141_536405	Pseudomonadota
ERR315859	k141_103904	Pseudomonadota
ERR315859	k141_708690	Pseudomonadota
ERR315859	k141_320888	Pseudomonadota
ERR315859	k141_579139	Pseudomonadota
ERR315859	k141_536451	Euryarchaeota
ERR315859	k141_753463	Pseudomonadota
ERR315859	k141_407648	Pseudomonadota
ERR315859	k141_753482	Cyanobacteriota
ERR315859	k141_536546	Pseudomonadota
ERR315859	k141_362984	Cyanobacteriota
ERR315859	k141_623484	Pseudomonadota
ERR315859	k141_449907	Pseudomonadota
ERR315859	k141_579337	Pseudomonadota
ERR315859	k141_277258	Pseudomonadota
ERR315859	k141_60959	Pseudomonadota
ERR315859	k141_536625	Pseudomonadota
ERR315859	k141_449984	Bacillota
ERR315859	k141_579421	Bacteroidota
ERR315859	k141_277345	Pseudomonadota
ERR315859	k141_623577	Pseudomonadota
ERR315859	k141_839440	Pseudomonadota
ERR315859	k141_233138	Bacillota
ERR315859	k141_623662	Pseudomonadota
ERR315859	k141_61397	Planctomycetota
ERR315859	k141_839615	Pseudomonadota
ERR315859	k141_148387	Pseudomonadota
ERR315859	k141_493801	Bacillota
ERR315859	k141_61477	Pseudomonadota
ERR315859	k141_667384	Pseudomonadota
ERR315859	k141_754066	Pseudomonadota
ERR315859	k141_623881	Pseudomonadota
ERR315859	k141_233390	Cyanobacteriota
ERR315859	k141_450476	Bacteroidota
ERR315859	k141_192061	Pseudomonadota
ERR315859	k141_623993	Fusobacteriota
ERR315859	k141_537224	Pseudomonadota
ERR315859	k141_493973	Pseudomonadota
ERR315859	k141_709537	Bacillota
ERR315859	k141_321816	Pseudomonadota
ERR315859	k141_839883	Pseudomonadota
ERR315859	k141_17989	Cyanobacteriota
ERR315859	k141_148744	Pseudomonadota
ERR315859	k141_278081	Pseudomonadota
ERR315859	k141_408716	Cyanobacteriota
ERR315859	k141_450773	Pseudomonadota
ERR315859	k141_494239	Bacillota
ERR315859	k141_667873	Pseudomonadota
ERR315859	k141_408875	Pseudomonadota
ERR315859	k141_192475	Pseudomonadota
ERR315859	k141_667968	Euryarchaeota
ERR315859	k141_364120	Bacillota
ERR315859	k141_105315	Pseudomonadota
ERR315859	k141_754668	Pseudomonadota
ERR315859	k141_624501	Pseudomonadota
ERR315859	k141_754714	Pseudomonadota
ERR315859	k141_668039	Pseudomonadota
ERR315859	k141_840346	Cyanobacteriota
ERR315859	k141_409026	Pseudomonadota
ERR315859	k141_451049	Pseudomonadota
ERR315859	k141_18500	Cyanobacteriota
ERR315859	k141_797097	Pseudomonadota
ERR315859	k141_537955	Bacillota
ERR315859	k141_322364	Pseudomonadota
ERR315859	k141_234185	Pseudomonadota
ERR315859	k141_234222	Pseudomonadota
ERR315859	k141_149549	Pseudomonadota
ERR315859	k141_364545	Bacillota
ERR315859	k141_105792	Cyanobacteriota
ERR315859	k141_538165	Pseudomonadota
ERR315859	k141_580881	Pseudomonadota
ERR315859	k141_494905	Pseudomonadota
ERR315859	k141_494956	Bacillota
ERR315859	k141_364547	Pseudomonadota
ERR315859	k141_581014	Pseudomonadota
ERR315859	k141_538314	Pseudomonadota
ERR315859	k141_278957	Pseudomonadota
ERR315859	k141_62890	Pseudomonadota
ERR315859	k141_193255	Bacillota
ERR315859	k141_668650	Pseudomonadota
ERR315859	k141_149814	Acidobacteriota
ERR315859	k141_538374	Pseudomonadota
ERR315859	k141_322766	Pseudomonadota
ERR315859	k141_18992	Pseudomonadota
ERR315859	k141_234560	Pseudomonadota
ERR315859	k141_841012	Bacillota
ERR315859	k141_668897	Pseudomonadota
ERR315859	k141_279281	Pseudomonadota
ERR315859	k141_538513	Cyanobacteriota
ERR315859	k141_625443	Bacteroidota
ERR315859	k141_106314	Nitrososphaerota
ERR315859	k141_323117	Bacillota
ERR315859	k141_150210	Bacillota
ERR315859	k141_452044	Actinomycetota
ERR315859	k141_538677	Pseudomonadota
ERR315859	k141_193804	Pseudomonadota
ERR315859	k141_581571	Actinomycetota
ERR315859	k141_63464	Cyanobacteriota
ERR315859	k141_755913	Pseudomonadota
ERR315859	k141_538698	Pseudomonadota
ERR315859	k141_711368	Bacteroidota
ERR315859	k141_279542	Pseudomonadota
ERR315859	k141_669317	Actinomycetota
ERR315859	k141_365270	Pseudomonadota
ERR315859	k141_150502	Bacillota
ERR315859	k141_323466	Euryarchaeota
ERR315859	k141_841527	Bacteroidota
ERR315859	k141_410452	Pseudomonadota
ERR315859	k141_625953	Pseudomonadota
ERR315859	k141_410546	Pseudomonadota
ERR315859	k141_841677	Pseudomonadota
ERR315859	k141_150738	Pseudomonadota
ERR315859	k141_410642	Pseudomonadota
ERR315859	k141_410649	Cyanobacteriota
ERR315859	k141_19521	Pseudomonadota
ERR315859	k141_106982	Bacteroidota
ERR315859	k141_841897	Pseudomonadota
ERR315859	k141_19563	Bacillota
ERR315859	k141_756537	Pseudomonadota
ERR315859	k141_626435	Thermotogota
ERR315859	k141_798780	Pseudomonadota
ERR315859	k141_496363	Planctomycetota
ERR315859	k141_582384	Bacillota
ERR315859	k141_280185	Pseudomonadota
ERR315859	k141_626471	Pseudomonadota
ERR315859	k141_19755	Pseudomonadota
ERR315859	k141_235708	Bacillota
ERR315859	k141_194758	Pseudomonadota
ERR315859	k141_151229	Pseudomonadota
ERR315859	k141_64409	Pseudomonadota
ERR315859	k141_582513	Cyanobacteriota
ERR315859	k141_670109	Pseudomonadota
ERR315859	k141_539611	Pseudomonadota
ERR315859	k141_235769	Pseudomonadota
ERR315859	k141_151408	Cyanobacteriota
ERR315859	k141_582643	Bacillota
ERR315859	k141_151442	Pseudomonadota
ERR315859	k141_64587	Pseudomonadota
ERR315859	k141_195008	Bacillota
ERR315859	k141_453099	Pseudomonadota
ERR315859	k141_107566	Bacillota
ERR315859	k141_366314	Pseudomonadota
ERR315859	k141_757041	Pseudomonadota
ERR315859	k141_453130	Pseudomonadota
ERR315859	k141_324587	Pseudomonadota
ERR315859	k141_20195	Pseudomonadota
ERR315859	k141_539902	Pseudomonadota
ERR315859	k141_757180	Bacillota
ERR315859	k141_20221	Pseudomonadota
ERR315859	k141_324762	Pseudomonadota
ERR315859	k141_107772	Pseudomonadota
ERR315859	k141_583003	Cyanobacteriota
ERR315859	k141_151905	Pseudomonadota
ERR315859	k141_324848	Bacillota
ERR315859	k141_583051	Pseudomonadota
ERR315859	k141_65020	Pseudomonadota
ERR315859	k141_757518	Bacillota
ERR315859	k141_799759	Pseudomonadota
ERR315859	k141_236448	Bacillota
ERR315859	k141_757557	Actinomycetota
ERR315859	k141_325068	Pseudomonadota
ERR315859	k141_195691	Bacillota
ERR315859	k141_411970	Bacteroidota
ERR315859	k141_325079	Pseudomonadota
ERR315859	k141_799868	Pseudomonadota
ERR315859	k141_20618	Pseudomonadota
ERR315859	k141_366956	Planctomycetota
ERR315859	k141_843212	Pseudomonadota
ERR315859	k141_367029	Cyanobacteriota
ERR315859	k141_236616	Pseudomonadota
ERR315859	k141_671209	Pseudomonadota
ERR315859	k141_195878	Pseudomonadota
ERR315859	k141_843296	Planctomycetota
ERR315859	k141_800056	Pseudomonadota
ERR315859	k141_65474	Bacteroidota
ERR315859	k141_236757	Mycoplasmatota
ERR315859	k141_20914	Pseudomonadota
ERR315859	k141_800117	Planctomycetota
ERR315859	k141_843471	Pseudomonadota
ERR315859	k141_583754	Pseudomonadota
ERR315859	k141_583787	Pseudomonadota
ERR315859	k141_412610	Bacillota
ERR315859	k141_21184	Pseudomonadota
ERR315859	k141_412692	Pseudomonadota
ERR315859	k141_65928	Cyanobacteriota
ERR315859	k141_583970	Pseudomonadota
ERR315859	k141_412719	Pseudomonadota
ERR315859	k141_281934	Pseudomonadota
ERR315859	k141_628392	Planctomycetota
ERR315859	k141_498247	Pseudomonadota
ERR315859	k141_325887	Cyanobacteriota
ERR315859	k141_65932	Pseudomonadota
ERR315859	k141_800443	Pseudomonadota
ERR315859	k141_66010	Pseudomonadota
ERR315859	k141_800510	Pseudomonadota
ERR315859	k141_237278	Pseudomonadota
ERR315859	k141_800538	Pseudomonadota
ERR315859	k141_282228	Cyanobacteriota
ERR315859	k141_584339	Pseudomonadota
ERR315859	k141_21559	Pseudomonadota
ERR315859	k141_66237	Pseudomonadota
ERR315859	k141_21662	Bacteroidota
ERR315859	k141_714390	Bacteroidota
ERR315859	k141_109285	Cyanobacteriota
ERR315859	k141_282420	Pseudomonadota
ERR315859	k141_197043	Pseudomonadota
ERR315859	k141_153552	Bacillota
ERR315859	k141_368311	Pseudomonadota
ERR315859	k141_197064	Pseudomonadota
ERR315859	k141_153670	Bacteroidota
ERR315859	k141_455217	Pseudomonadota
ERR315859	k141_499058	Cyanobacteriota
ERR315859	k141_801181	Pseudomonadota
ERR315859	k141_844689	Bacteroidota
ERR315859	k141_22091	Pseudomonadota
ERR315859	k141_629413	Pseudomonadota
ERR315859	k141_801285	Pseudomonadota
ERR315859	k141_844726	Pseudomonadota
ERR315859	k141_66869	Pseudomonadota
ERR315859	k141_282901	Bacillota
ERR315859	k141_238155	Pseudomonadota
ERR315859	k141_844763	Bacteroidota
ERR315859	k141_109801	Pseudomonadota
ERR315859	k141_455584	Pseudomonadota
ERR315859	k141_413969	Pseudomonadota
ERR315859	k141_197547	Bacillota
ERR315859	k141_542515	Cyanobacteriota
ERR315859	k141_715109	Pseudomonadota
ERR315859	k141_629620	Pseudomonadota
ERR315859	k141_22359	Cyanobacteriota
ERR315859	k141_673230	Pseudomonadota
ERR315859	k141_197623	Pseudomonadota
ERR315859	k141_154157	Pseudomonadota
ERR315859	k141_67190	Pseudomonadota
ERR315859	k141_197700	Cyanobacteriota
ERR315859	k141_67262	Bacillota
ERR315859	k141_542858	Pseudomonadota
ERR315859	k141_283425	Pseudomonadota
ERR315859	k141_801957	Pseudomonadota
ERR315859	k141_22791	Pseudomonadota
ERR315859	k141_414689	Pseudomonadota
ERR315859	k141_456232	Planctomycetota
ERR315859	k141_283671	Pseudomonadota
ERR315859	k141_543082	Pseudomonadota
ERR315859	k141_585956	Bacteroidota
ERR315859	k141_630426	Bacillota
ERR315859	k141_414911	Pseudomonadota
ERR315859	k141_845742	Pseudomonadota
ERR315859	k141_500364	Planctomycetota
ERR315859	k141_543207	Pseudomonadota
ERR315859	k141_23201	Pseudomonadota
ERR315859	k141_802434	Bacteroidota
ERR315859	k141_23275	Euryarchaeota
ERR315859	k141_716119	Bacillota
ERR315859	k141_500544	Pseudomonadota
ERR315859	k141_845954	Pseudomonadota
ERR315859	k141_543328	Campylobacterota
ERR315859	k141_630949	Pseudomonadota
ERR315859	k141_23580	Pseudomonadota
ERR315859	k141_23633	Pseudomonadota
ERR315859	k141_631019	Pseudomonadota
ERR315859	k141_68517	Bacillota
ERR315859	k141_284427	Pseudomonadota
ERR315859	k141_199026	Bacillota
ERR315859	k141_239618	Pseudomonadota
ERR315859	k141_415658	Pseudomonadota
ERR315859	k141_415681	Pseudomonadota
ERR315859	k141_370574	Pseudomonadota
ERR315859	k141_586988	Pseudomonadota
ERR315859	k141_631423	Pseudomonadota
ERR315859	k141_329071	Cyanobacteriota
ERR315859	k141_761580	Fusobacteriota
ERR315859	k141_716950	Campylobacterota
ERR315859	k141_156002	Pseudomonadota
ERR315859	k141_329139	Pseudomonadota
ERR315859	k141_199504	Pseudomonadota
ERR315859	k141_111922	Pseudomonadota
ERR315859	k141_544323	Pseudomonadota
ERR315859	k141_544351	Actinomycetota
ERR315859	k141_329251	Pseudomonadota
ERR315859	k141_156276	Pseudomonadota
ERR315859	k141_631765	Pseudomonadota
ERR315859	k141_199642	Fusobacteriota
ERR315859	k141_240216	Pseudomonadota
ERR315859	k141_24288	Pseudomonadota
ERR315859	k141_631791	Pseudomonadota
ERR315859	k141_501667	Pseudomonadota
ERR315859	k141_371073	Bacteroidota
ERR315859	k141_544493	Bacillota
ERR315859	k141_717308	Cyanobacteriota
ERR315859	k141_199836	Bacteroidota
ERR315859	k141_69432	Pseudomonadota
ERR315859	k141_458151	Pseudomonadota
ERR315859	k141_240560	Pseudomonadota
ERR315859	k141_717599	Pseudomonadota
ERR315859	k141_717630	Pseudomonadota
ERR315859	k141_847638	Cyanobacteriota
ERR315859	k141_544889	Verrucomicrobiota
ERR315859	k141_240579	Pseudomonadota
ERR315859	k141_69858	Pseudomonadota
ERR315859	k141_329934	Pseudomonadota
ERR315859	k141_416885	Cyanobacteriota
ERR315859	k141_675874	Pseudomonadota
ERR315859	k141_847698	Pseudomonadota
ERR315859	k141_675877	Euryarchaeota
ERR315859	k141_200268	Pseudomonadota
ERR315859	k141_112861	Bacillota
ERR315859	k141_69970	Pseudomonadota
ERR315859	k141_157056	Bacillota
ERR315859	k141_329959	Pseudomonadota
ERR315859	k141_70126	Pseudomonadota
ERR315859	k141_502544	Bacillota
ERR315859	k141_113075	Fusobacteriota
ERR315859	k141_588354	Bacillota
ERR315859	k141_417088	Pseudomonadota
ERR315859	k141_545409	Cyanobacteriota
ERR315859	k141_25397	Bacillota
ERR315859	k141_200821	Pseudomonadota
ERR315859	k141_718333	Pseudomonadota
ERR315859	k141_200860	Pseudomonadota
ERR315859	k141_545532	Planctomycetota
ERR315859	k141_763366	Pseudomonadota
ERR315859	k141_330593	Pseudomonadota
ERR315859	k141_588714	Pseudomonadota
ERR315859	k141_157726	Nitrososphaerota
ERR315859	k141_545591	Pseudomonadota
ERR315859	k141_503058	Pseudomonadota
ERR315859	k141_633215	Cyanobacteriota
ERR315859	k141_372487	Pseudomonadota
ERR315859	k141_848616	Bacillota
ERR315859	k141_718635	Pseudomonadota
ERR315859	k141_241536	Pseudomonadota
ERR315859	k141_113611	Bacillota
ERR315859	k141_70781	Pseudomonadota
ERR315859	k141_545777	Pseudomonadota
ERR315859	k141_201130	Bacteroidota
ERR315859	k141_545786	Planctomycetota
ERR315859	k141_805285	Bacillota
ERR315859	k141_25950	Pseudomonadota
ERR315859	k141_201217	Pseudomonadota
ERR315859	k141_545869	Pseudomonadota
ERR315859	k141_763790	Pseudomonadota
ERR315859	k141_201323	Pseudomonadota
ERR315859	k141_417984	Pseudomonadota
ERR315859	k141_459551	Pseudomonadota
ERR315859	k141_677175	Bacillota
ERR315859	k141_158305	Cyanobacteriota
ERR315859	k141_114013	Pseudomonadota
ERR315859	k141_459703	Pseudomonadota
ERR315859	k141_158406	Pseudomonadota
ERR315859	k141_201584	Ignavibacteriota
ERR315859	k141_503759	Pseudomonadota
ERR315859	k141_71436	Pseudomonadota
ERR315859	k141_287428	Bacillota
ERR315859	k141_114290	Pseudomonadota
ERR315859	k141_764289	Pseudomonadota
ERR315859	k141_201793	Pseudomonadota
ERR315859	k141_418411	Bacillota
ERR315859	k141_764352	Bacillota
ERR315859	k141_71630	Bacillota
ERR315859	k141_589731	Bacteroidota
ERR315859	k141_331743	Nitrososphaerota
ERR315859	k141_418472	Pseudomonadota
ERR315859	k141_634228	Bacillota
ERR315859	k141_460127	Pseudomonadota
ERR315859	k141_677790	Pseudomonadota
ERR315859	k141_331824	Planctomycetota
ERR315859	k141_418568	Bacillota
ERR315859	k141_202015	Bacillota
ERR315859	k141_331885	Pseudomonadota
ERR315859	k141_114622	Pseudomonadota
ERR315859	k141_242577	Pseudomonadota
ERR315859	k141_504289	Pseudomonadota
ERR315859	k141_331935	Bacillota
ERR315859	k141_806226	Pseudomonadota
ERR315859	k141_634387	Pseudomonadota
ERR315859	k141_159094	Pseudomonadota
ERR315859	k141_590118	Actinomycetota
ERR315859	k141_634521	Bacillota
ERR315859	k141_114933	Bacteroidota
ERR315859	k141_850042	Pseudomonadota
ERR315859	k141_72207	Pseudomonadota
ERR315859	k141_159374	Bacteroidota
ERR315859	k141_419030	Pseudomonadota
ERR315859	k141_332259	Pseudomonadota
ERR315859	k141_288159	Pseudomonadota
ERR315859	k141_159397	Nitrososphaerota
ERR315859	k141_72265	Pseudomonadota
ERR315859	k141_504687	Kiritimatiellota
ERR315859	k141_850161	Pseudomonadota
ERR315859	k141_765151	Bacteroidota
ERR315859	k141_460783	Pseudomonadota
ERR315859	k141_115237	Pseudomonadota
ERR315859	k141_288377	Bacillota
ERR315859	k141_806728	Pseudomonadota
ERR315859	k141_332551	Campylobacterota
ERR315859	k141_159705	Bacteroidota
ERR315859	k141_850337	Pseudomonadota
ERR315859	k141_547517	Bacteroidota
ERR315859	k141_72621	Pseudomonadota
ERR315859	k141_720556	Cyanobacteriota
ERR315859	k141_115378	Pseudomonadota
ERR315859	k141_27621	Pseudomonadota
ERR315859	k141_202931	Pseudomonadota
ERR315859	k141_678694	Pseudomonadota
ERR315859	k141_460974	Pseudomonadota
ERR315859	k141_765391	Pseudomonadota
ERR315859	k141_547580	Planctomycetota
ERR315859	k141_590736	Bacillota
ERR315859	k141_590770	Pseudomonadota
ERR315859	k141_461023	Bacillota
ERR315859	k141_374486	Pseudomonadota
ERR315859	k141_547710	Pseudomonadota
ERR315859	k141_461077	Pseudomonadota
ERR315859	k141_807023	Pseudomonadota
ERR315859	k141_419772	Pseudomonadota
ERR315859	k141_160143	Pseudomonadota
ERR315859	k141_765696	Cyanobacteriota
ERR315859	k141_505305	Pseudomonadota
ERR315859	k141_635339	Pseudomonadota
ERR315859	k141_679053	Pseudomonadota
ERR315859	k141_203332	Cyanobacteriota
ERR315859	k141_160270	Planctomycetota
ERR315859	k141_243681	Pseudomonadota
ERR315859	k141_765860	Mycoplasmatota
ERR315859	k141_850924	Pseudomonadota
ERR315859	k141_765865	Pseudomonadota
ERR315859	k141_420068	Pseudomonadota
ERR315859	k141_333351	Pseudomonadota
ERR315859	k141_160469	Pseudomonadota
ERR315859	k141_461552	Cyanobacteriota
ERR315859	k141_721322	Bacillota
ERR315859	k141_333459	Pseudomonadota
ERR315859	k141_505860	Pseudomonadota
ERR315859	k141_591525	Pseudomonadota
ERR315859	k141_679591	Bacteroidota
ERR315859	k141_73528	Planctomycetota
ERR315859	k141_244105	Bacillota
ERR315859	k141_116301	Pseudomonadota
ERR315859	k141_375354	Pseudomonadota
ERR315859	k141_28654	Bacteroidota
ERR315859	k141_73566	Cyanobacteriota
ERR315859	k141_289623	Pseudomonadota
ERR315859	k141_333730	Pseudomonadota
ERR315859	k141_375444	Bacteroidota
ERR315859	k141_636116	Bacteroidota
ERR315859	k141_420598	Bacteroidota
ERR315859	k141_116608	Bacteroidota
ERR315859	k141_420773	Pseudomonadota
ERR315859	k141_721909	Fusobacteriota
ERR315859	k141_636377	Planctomycetota
ERR315859	k141_375740	Pseudomonadota
ERR315859	k141_721968	Pseudomonadota
ERR315859	k141_29111	Pseudomonadota
ERR315859	k141_766839	Cyanobacteriota
ERR315859	k141_680271	Pseudomonadota
ERR315859	k141_808355	Cyanobacteriota
ERR315859	k141_549216	Pseudomonadota
ERR315859	k141_375939	Verrucomicrobiota
ERR315859	k141_680321	Pseudomonadota
ERR315859	k141_462511	Pseudomonadota
ERR315859	k141_852019	Pseudomonadota
ERR315859	k141_376015	Pseudomonadota
ERR315859	k141_636755	Cyanobacteriota
ERR315859	k141_334539	Pseudomonadota
ERR315859	k141_636904	Cyanobacteriota
ERR315859	k141_421367	Pseudomonadota
ERR315859	k141_722515	Pseudomonadota
ERR315859	k141_204994	Pseudomonadota
ERR315859	k141_549592	Cyanobacteriota
ERR315859	k141_592685	Cyanobacteriota
ERR315859	k141_680785	Pseudomonadota
ERR315859	k141_117509	Pseudomonadota
ERR315859	k141_680788	Bacillota
ERR315859	k141_161983	Planctomycetota
ERR315859	k141_74789	Pseudomonadota
ERR315859	k141_767497	Pseudomonadota
ERR315859	k141_637233	Pseudomonadota
ERR315859	k141_463037	Pseudomonadota
ERR315859	k141_335087	Pseudomonadota
ERR315859	k141_852681	Pseudomonadota
ERR315859	k141_376682	Bacillota
ERR315859	k141_245475	Pseudomonadota
ERR315859	k141_550016	Bacillota
ERR315859	k141_117812	Pseudomonadota
ERR315859	k141_74995	Pseudomonadota
ERR315859	k141_75175	Actinomycetota
ERR315859	k141_507756	Cyanobacteriota
ERR315859	k141_507770	Pseudomonadota
ERR315859	k141_205635	Pseudomonadota
ERR315859	k141_205679	Pseudomonadota
ERR315859	k141_853031	Actinomycetota
ERR315859	k141_245848	Bacillota
ERR315859	k141_205784	Pseudomonadota
ERR315859	k141_422315	Planctomycetota
ERR315859	k141_162737	Pseudomonadota
ERR315859	k141_377196	Pseudomonadota
ERR315859	k141_291543	Cyanobacteriota
ERR315859	k141_75433	Pseudomonadota
ERR315859	k141_593570	Bacteroidota
ERR315859	k141_291577	Bacteroidota
ERR315859	k141_853235	Cyanobacteriota
ERR315859	k141_638025	Bacillota
ERR315859	k141_550570	Pseudomonadota
ERR315859	k141_853243	Pseudomonadota
ERR315859	k141_768205	Pseudomonadota
ERR315859	k141_681767	Bdellovibrionota
ERR315859	k141_550577	Pseudomonadota
ERR315859	k141_463891	Bacillota
ERR315859	k141_206111	Pseudomonadota
ERR315859	k141_118499	Nitrososphaerota
ERR315859	k141_377459	Pseudomonadota
ERR315859	k141_723719	Euryarchaeota
ERR315859	k141_335955	Pseudomonadota
ERR315859	k141_377474	Pseudomonadota
ERR315859	k141_335960	Cyanobacteriota
ERR315859	k141_422679	Bacteroidota
ERR315859	k141_508324	Pseudomonadota
ERR315859	k141_206187	Pseudomonadota
ERR315859	k141_593868	Pseudomonadota
ERR315859	k141_118619	Bacteroidota
ERR315859	k141_336166	Pseudomonadota
ERR315859	k141_508500	Pseudomonadota
ERR315859	k141_377701	Planctomycetota
ERR315859	k141_246499	Cyanobacteriota
ERR315859	k141_422955	Verrucomicrobiota
ERR315859	k141_638501	Planctomycetota
ERR315859	k141_163333	Pseudomonadota
